credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
5,3589468201,1819734247,6436196836,3,574,1
0,2879131493,109305711,6602489836,5,602,0
0,2509476849,3593686208,3892372593,4,615,0
0,5659553263,6187440519,7721820113,3,590,0
0,4521869725,8100346496,8473125462,4,656,0
0,5601185783,6643559857,8282392347,5,693,0
5,5190695843,3152718281,9594653116,6,549,1
0,3517675467,3109080012,5933650754,2,562,0
1,5148565234,9298490404,9563986316,5,596,0
0,3250571981,518322358,5183279331,3,636,0
0,3899760572,4099332034,6505064379,6,772,0
0,4100287229,9694870844,9694870844,5,674,0
0,5026042851,750009361,9776211075,3,580,0
0,5145447562,2176298545,7725676062,5,596,0
5,8376605724,3678252707,1207245569,3,702,1
2,3518114876,9828221984,6731254335,5,643,0
0,3774124199,3464641023,6223418127,5,690,0
0,3951453463,3700167549,6488476551,4,565,0
5,5877142211,2665905764,8618341732,6,579,1
1,5173945255,7707943866,8674220095,6,644,0
0,7348828864,4682229718,906173292,3,681,0
0,4616814753,6917736846,9206190526,4,636,0
0,3580811328,4047682196,8449093599,4,670,0
0,7590053541,3401141563,1137291577,4,613,0
1,4526180374,7629265313,9030622431,5,678,0
0,3209492332,6427562283,6558642301,3,640,0
5,3997213649,1561351707,5894234287,2,605,1
0,2575035263,2443165276,5510651083,4,595,0
3,3858402761,1444478201,8715895995,5,684,0
0,5035029552,2571503325,7606376383,4,625,0
1,3849426785,5170464726,5540561499,5,679,0
1,7805324108,1085397551,887187445,4,690,0
0,3416647326,2585906483,5548505176,4,773,0
4,3991783869,1260810332,5533571057,3,507,1
1,5556776058,9193687316,1151351662,7,686,0
2,2291140693,5348514782,4463475428,8,634,0
3,3309666711,1522531332,897056281,8,718,0
4,7007140184,2571537054,9657557572,1,545,1
5,3922918446,1389193329,4794465742,4,567,1
0,4874301255,7989837259,1032307182,3,578,0
0,5848560949,1425990898,7917452652,3,654,0
0,2924247943,3355670295,5807472478,6,730,0
5,2070992922,1353902228,4884028148,6,570,1
0,4533079507,4162378455,7941676551,5,592,0
4,3787163607,1532181892,6738861532,5,710,1
1,5205072286,9395768042,7596404237,4,648,0
0,5618080185,9626603467,1030607968,3,658,0
1,4363470656,7557481254,6980113278,5,704,0
1,3030353433,5626902756,7747481046,6,528,0
1,4670364512,7551372184,7941219584,4,720,0
0,4263252854,2386228505,7228299045,6,580,0
0,2716785494,3567623688,3692209157,3,694,0
2,3002115816,8079453334,5743484547,5,659,0
4,3927421994,1376033379,6090442796,5,611,1
0,5256693704,4568015279,9354537198,4,664,0
1,4153976566,8726165136,8892711299,6,737,0
0,5635403042,5895365495,9172684938,3,730,0
4,3076065127,1017594759,4797442736,5,603,1
5,2377828911,1707965714,5734002197,5,642,1
0,4491742518,5944458739,8747754162,6,716,0
0,2651558422,289198542,4885446493,3,608,0
0,3310669146,5730069809,5730069809,3,533,0
5,3170944169,1852775102,696451635,4,604,1
4,3444324814,1745815165,6727321134,3,531,1
0,6146982896,522781494,9959549389,6,651,0
5,3966428621,1805140092,5985961068,5,663,1
0,2111753755,551854492,5613604459,4,586,0
1,3244333193,7134125213,6294319237,6,641,0
1,6639450066,1179900625,9003411181,6,683,0
5,4953364738,2251586861,8252386714,3,528,1
5,4086946133,185914052,6065715314,4,644,1
0,221890358,396418335,3669516978,3,643,0
5,4365082478,183571044,6459792843,2,583,1
0,3952162224,7536760884,8607493623,3,545,0
0,3561332313,4085107281,7101495661,4,573,0
0,4891431559,5226129781,7444409618,2,624,0
0,4470998855,7041957595,7041957595,3,663,0
3,5078402608,1958211051,918618208,6,662,0
5,5902970796,2408386233,8657066137,3,557,1
0,2132472038,2059848976,3221286764,5,624,0
3,3379968964,1092970554,5163114458,3,634,1
0,5921170355,7804303111,9963184712,3,793,0
2,3120001817,1072532154,7770317517,6,536,0
0,2141305849,4518342554,4518342554,5,599,0
1,5677638418,1237949284,9582965332,4,690,0
0,6275070021,3493545746,8464151134,8,645,0
0,292695812,5121455204,7200344047,4,700,0
1,3864727329,711321749,7687935695,5,721,0
3,249016782,8918771872,4555173802,5,643,0
0,4065321751,1783195152,7004240812,6,623,0
1,4124191434,9257451791,7605896313,3,551,0
5,4489184508,2025522384,6018658663,3,550,1
0,7175374249,7956044986,1077971541,5,683,0
0,115496308,1951480662,1951480662,4,651,0
4,6309649531,2557040804,1066699738,5,557,1
0,5986596975,610403463,8893920887,4,681,0
0,6283780393,715386782,1010967158,4,595,0
5,6318785461,2100961737,7794305991,3,555,1
0,2313440351,2174179051,349038178,2,622,0
1,4007358599,6061046776,8023291216,6,681,0
2,3927278971,1333724568,7145303155,1,622,0
0,4841466274,5764415969,6877195206,4,716,0
1,2085451994,3893242068,3615310931,6,620,0
1,4849155058,8312508304,7000260285,4,656,0
5,5312451298,2324762382,7800189117,3,634,1
0,3455663164,5252817241,6509470894,3,668,0
3,3683060009,1196033372,5845198177,2,711,1
5,405284311,166449753,6032546371,3,545,1
0,3094112732,6300014994,6776846383,3,558,0
1,3123337607,7168554221,7331015467,7,747,0
0,6123803131,9270072921,9270072921,3,602,0
1,6956533544,9649102304,9886590402,5,657,0
3,4943073913,2044585365,8982008159,2,568,1
4,5670036019,1810463042,8750252672,5,631,1
1,5793687316,920773404,9854846301,6,657,0
1,3804550124,6846939083,7346663199,5,654,0
0,4157028851,4147695066,9001472426,4,585,0
0,2932332711,3508866025,6461006292,7,689,0
1,3310526986,430051029,5650205664,7,674,0
0,4867783797,3696359468,7570177067,5,760,0
1,6606879005,1589384039,122866721,3,662,0
1,6089551071,1271664117,9257957458,3,614,0
0,2014899332,2233797317,5341483667,4,620,0
0,6258512116,656733181,1145065644,2,579,0
5,4349371138,1785914118,6832818341,5,626,1
0,3409854536,4120843862,6653031722,3,633,0
0,4326480237,135596951,7763576514,5,681,0
1,3834233287,7041044276,7143725316,5,631,0
2,1458363315,7252073623,4926361591,7,638,0
3,4337900072,1950063539,994684188,6,605,0
0,1656354754,1318698537,3439463443,6,612,0
0,3655122372,4828576556,5763389617,3,583,0
2,2917859173,9060678112,6266933053,4,622,0
1,4634289113,8714971773,7591937615,4,640,0
3,395208234,1472323613,7530995825,3,736,0
1,4921348793,1101251655,9104453916,5,635,0
1,2031263781,3725694993,3568535809,7,667,0
0,4664807593,7100358794,9444690333,5,639,0
4,3191437517,147330276,5335222811,2,515,1
4,4320636657,1637171437,61962483,3,617,1
0,3999637876,4160670955,6634633391,7,683,0
4,6851471057,1828214119,8817822007,4,581,1
0,6343335695,8973280436,923919501,4,618,0
0,5002866452,4909395404,1095022291,5,608,0
0,4174699173,6341808271,599092801,3,605,0
1,3576901776,1046490863,8258345823,6,634,0
2,4438106232,115516135,6960069612,2,609,0
0,3248280163,9416049164,9416049164,5,767,0
0,7424712015,2836852827,1033991553,3,607,0
0,3862186199,5345925381,6907823592,3,555,0
0,3026581893,4813136656,5749307173,3,651,0
0,4498698222,5208628321,7994946077,4,561,0
0,2624929835,5696849975,5611178979,3,670,0
0,6538145623,1021466857,9928038972,3,619,0
4,1759838321,7072338819,2958092988,3,549,1
0,3446255095,5232093241,8049930324,5,633,0
2,1498864876,5557745634,3263419014,5,677,0
3,5488382684,1560619725,9430606518,5,641,0
0,3264151641,4780410624,6865833273,4,651,0
0,3446169519,5675628627,6641783766,5,664,0
1,3589128043,6515118653,7304207805,6,551,0
1,5714371635,1063846288,8366309817,3,659,0
0,3244778112,4131243173,5369837264,4,648,0
1,4144061344,1054222792,8142033564,4,628,0
0,5291427631,4593554519,6865354074,4,637,0
2,5800845814,1399980354,8705610751,1,598,0
0,3942369251,5025079236,5863278962,4,479,0
1,5191738966,1049999916,8300922324,5,608,0
0,3148902918,4576776767,6508333101,5,596,0
0,4115973997,5771807888,7646734026,3,631,0
0,4836583683,4335109869,9359522132,4,552,0
0,466436972,3407726739,7685715238,6,585,0
1,3860776222,6716251937,6778168184,5,685,0
5,2716063301,1095350734,3831743978,3,605,1
1,3643306811,631105855,6813219527,7,672,0
0,5919680527,7776944344,7776944344,3,583,0
1,5832543866,9264762006,8942643484,6,669,0
2,6935191168,695250866,8520598001,8,669,0
1,2345959069,5065857489,4233492697,6,632,0
0,4024208912,4674630521,6597714319,6,672,0
5,9656618318,4848810896,1628678164,6,675,1
2,2754493437,6128039118,5060002776,5,616,0
0,3377685758,2331390836,535126261,3,569,0
0,6933572142,8595376488,8595376488,1,675,0
2,5590219288,1499734459,9069418814,3,653,0
0,3391548281,2528328489,5665492965,5,668,0
2,1275405149,3645913264,227452884,5,586,0
2,4757342824,1330754877,8550556553,8,780,0
0,3726272623,6294503189,6074837473,3,621,0
1,4688891959,9799928088,7722465529,5,708,0
0,3965599172,3949711881,5233386314,4,642,0
1,458101363,107161899,7560312284,4,557,0
2,306461533,6707446171,5264919144,4,683,0
0,6315723415,3079336432,8659700233,5,591,0
0,1213399768,2390152659,2638655921,3,561,0
4,3543687578,1385578599,7336796314,6,508,1
5,1962109046,7845888987,3057434144,3,582,1
1,3124910558,7645796331,6982423238,5,634,0
5,5593882059,3248773064,8957859763,2,560,1
0,1678998913,8997033386,4125497359,5,712,0
5,3016145319,1239449597,4252562457,2,587,1
3,2930441959,9478055647,5613229863,7,630,0
0,2965997418,3110794556,5053688414,6,679,0
1,3129578933,7463773017,5659367421,4,628,0
1,3755316945,5787762797,5227091642,6,766,0
0,3720780646,4279548904,583855833,5,654,0
1,2893880806,3310484767,4835424776,6,734,0
0,4554062515,6994490963,6994490963,5,625,0
1,5367416056,810137357,7808737726,4,709,0
3,6164738033,1962236086,1023903331,5,602,0
2,3701195906,8463103678,6573156462,7,579,0
0,4723602085,359717725,9609201779,5,686,0
3,4382949748,1340685087,6856796929,3,677,0
4,2900630738,1066055772,4727804939,5,694,1
5,5961575427,2475876712,8874603611,3,707,1
0,4246012335,1893629255,7072032297,5,612,0
1,106610178,3073941091,2653067601,7,615,0
0,4773607704,4119026244,8027971761,5,649,0
4,300106638,774682451,3966123823,6,529,1
1,3765702192,3886212534,5264616552,7,734,0
1,4921822166,1042079665,1006501798,6,581,0
0,404549934,3787947808,6343177428,4,673,0
0,5672167808,6638327495,8430727356,4,661,0
0,4088998734,4745023229,6198485902,2,603,0
0,6694934086,3030299827,9195137122,0,687,0
1,391743638,6769518364,7994953863,5,657,0
0,2732199724,3782314412,6951718526,3,677,0
4,5519268109,1651901506,8264333997,7,686,0
0,445703839,6826391121,7861189699,5,637,0
1,306660215,5750739169,6134665744,6,638,0
0,4558494222,519010537,924115834,5,620,0
3,3494326472,1016824096,5663546893,6,602,0
1,451612018,7369515291,7025904669,7,678,0
0,4737203831,9734679759,9734679759,5,641,0
2,3309846762,7015959092,6107496684,8,636,0
0,4396170829,5423402521,5862566513,3,635,0
0,569249133,5557679024,8490551759,3,517,0
0,2868273006,5629040224,7484661612,6,612,0
0,3586133865,2104305987,1016558749,6,665,0
1,2930894475,4488989217,4615629713,7,591,0
0,3540947769,1525690007,653588107,3,712,0
0,2110100199,1453638193,3271796454,5,725,0
1,1866959885,4665242815,5631825122,6,610,0
0,3316614753,416964529,7326053652,7,638,0
0,6459377701,3558234611,8677569632,5,685,0
1,3910574425,1091597074,6612257158,1,572,0
0,3400525636,1315268466,6128310293,4,559,0
0,5020895136,8933542444,8933542444,4,564,0
5,6155501504,2228374217,7752237935,4,591,1
1,2179662754,6106680196,6036207825,8,647,0
1,3752272556,8158694069,6814125009,6,700,0
0,4015973043,6133080559,6858789921,5,688,0
5,3177530335,1538607707,5877032443,5,622,1
0,4373320821,7531682755,6884391116,3,584,0
0,4556151294,584577597,6499638471,4,745,0
4,4026863128,1745354642,7016406286,2,469,1
5,5407292663,2220793686,8162331316,3,589,1
2,4432359429,1206984407,7957275013,4,642,0
0,4075593428,3575488643,948063406,5,712,0
5,242625889,1334739229,5662249156,5,635,1
0,2292146751,2188855616,4665769183,5,662,0
2,2783402561,5059035475,4228842283,5,699,0
1,5977204677,1566120832,1348891295,6,715,0
2,5860263249,1280469855,7690154065,1,599,0
0,397805777,6606025402,8160825096,5,662,0
5,3368903488,1622371788,6047601784,3,558,1
4,495574351,1658809321,7723957495,6,613,1
0,4168186051,5689006393,5689006393,5,710,0
0,3809056144,1577715356,4837491132,6,666,0
2,3746661062,1054146215,734730002,8,668,0
1,3456143747,7042430192,8381283065,6,716,0
0,4257518755,5070660917,6955108647,3,613,0
4,4240109699,1535399822,7765728369,5,623,1
5,3267458419,1517336331,4891604478,4,532,1
5,2382162474,1352983584,4472666166,4,536,1
1,2828671048,5807194729,8291349283,7,700,0
5,4005213515,2063670576,737882388,4,658,1
2,4836221978,120117383,7249704868,5,616,0
1,4758843272,1007562942,7518114042,3,584,0
0,426333188,8035706014,7945856438,2,722,0
0,5397405195,7581620358,9945715473,4,616,0
1,5115428098,6314660647,7678953473,6,707,0
3,6520358688,1675491092,8840403051,5,558,0
0,3809155786,3852765724,7300651379,6,662,0
0,6639630981,7123911326,1078742084,5,676,0
5,4605821306,2148924736,7726514419,3,580,1
5,4760887846,1877906415,7211580167,5,686,1
1,478620119,1091915309,9820197843,6,577,0
0,4156657576,4366376655,649095354,7,623,0
1,1758516686,4027302066,292691601,3,636,0
1,1550475738,225083227,2364457045,5,605,0
0,4720501826,2852920111,8536215676,6,579,0
0,5214578171,1002533548,8497578449,3,702,0
1,2396943058,6156393979,5327215139,6,604,0
0,2985413696,1714846238,5393939823,6,607,0
0,3746241872,2341965993,9460311618,7,681,0
0,6063901718,4608759747,10408689,4,626,0
0,3900897404,3543919718,5646810082,4,593,0
0,6007918562,5882471809,787864314,4,574,0
0,467862134,5270837062,8055432649,4,593,0
3,3135391749,9837315703,4897154256,4,629,0
1,4455747357,9620528398,8113010732,6,616,0
1,3736703451,8572098572,7960793867,6,762,0
2,5540650003,109510032,8487723198,5,555,0
3,4544174557,1117288738,7742204965,8,664,0
0,5678129268,2746061052,7502900213,4,526,0
2,4410124479,1077833777,6350450763,4,524,0
0,2544523276,1565208915,4875347541,6,635,0
0,2919040948,2909941827,6265373744,7,640,0
1,479716315,7590025533,6770016695,6,595,0
1,2649589144,3473633097,3683693473,6,615,0
0,4319656965,3302043196,7647725601,2,796,0
1,8963534987,1342875359,148904558,7,664,0
1,4853683964,9624831975,90113284,5,631,0
1,630610164,123478067,1121467556,5,625,0
1,4943980907,7601826409,7162735004,7,639,0
0,5833109583,5246536749,114283259,5,703,0
2,2975568512,9610750968,5943846358,6,647,0
0,4144665376,5742087426,6146168641,4,720,0
4,2665044904,1155840988,504700685,6,621,1
1,2983212201,9334070303,6721824863,4,720,0
2,6481206402,1155785241,9305215452,8,643,0
2,3286719346,7364816567,5853698205,7,734,0
1,6876660373,7930173802,992225428,7,635,0
5,223596448,1107177671,4272618081,7,721,1
0,3958290997,3811264037,6538235311,8,638,0
1,6441971637,9959012799,9996386494,5,670,0
1,4830528979,830696101,8263717106,6,724,0
1,473787688,9506438906,8254094232,5,668,0
0,3076339537,6931290683,8585477944,5,646,0
1,5829658279,8709369102,8793551688,6,656,0
1,2009543132,4865734761,3859124372,5,749,0
0,2468375012,1559219369,6362586599,7,706,0
1,3508626124,9546430725,7350955821,5,670,0
4,2940564615,1256644318,6102253393,7,692,0
5,274322953,1432950938,4875776616,3,583,1
1,1719715333,2798636762,2838311892,5,609,0
4,4653285629,1749024524,8508405044,4,636,1
1,485499213,6519522126,7441929484,7,671,0
0,5104896788,3061409117,8285708918,1,690,0
3,6093927639,1852419058,9696973608,4,611,0
0,5982502693,6912569737,1054669286,5,676,0
1,4127259967,7129793741,7728304313,6,669,0
1,2384145114,5185156991,5085496257,5,620,0
0,6293430573,4848897886,8683824753,3,627,0
0,4317711219,4528312546,6897386702,5,629,0
0,6150790621,3773761794,7784556538,4,554,0
1,4342107218,8699495535,7222664043,3,745,0
1,2610862086,518838401,51715421,6,571,0
0,6873473391,5950082832,914477616,4,594,0
1,6306596397,1024189136,8699738515,5,667,0
1,5951298566,9879585104,1103632024,7,735,0
1,2104140314,6226890358,5243924226,4,492,0
5,3059078249,1781031967,6058672178,3,567,1
0,3826317374,6357038474,6418200445,2,600,0
4,2993392193,1521118394,687294631,6,644,1
0,3220937527,7107370611,8070497598,4,626,0
5,5229124206,2580521681,8561275244,4,606,1
0,3893278443,2127013367,6363694954,4,557,0
1,4525859521,1095833414,1048559579,4,709,0
1,5468915375,8965639638,9436274354,5,603,0
0,493330417,768500532,768500532,4,624,0
1,74078572,8509128924,1185718725,5,617,0
1,3888652857,6513180154,5668153851,5,602,0
5,4187267271,191343534,7366436313,4,500,1
0,3407208594,3249577003,5364263823,5,621,0
2,320583862,6688312839,6375378599,7,662,0
1,4218407733,7200725496,6958133564,6,577,0
1,4654220549,9089420992,9421763266,6,694,0
1,3197777687,4815038815,6098436684,5,716,0
1,5777953948,9014090743,7954376095,5,712,0
2,6370938297,1766328964,1161745985,5,722,0
0,253048754,2518620803,3798547163,5,717,0
2,3584844437,7708784716,7200583951,8,593,0
1,2616682306,6319243694,5741956365,5,624,0
0,4943749784,5080746935,632056707,4,613,0
0,3692348062,6160133457,74903237,3,656,0
0,3016956317,2102630608,4293951769,4,602,0
0,4116054732,2068369948,4567001343,5,673,0
1,65023855,1437290018,1184022247,5,685,0
1,4582493503,854303153,8546068277,5,606,0
0,340563975,5583842188,6747303001,3,658,0
4,3986093951,1590747316,6493370364,1,603,1
4,2841925418,1460104219,6549968441,5,565,1
1,6476842851,1026380283,9396187566,6,734,0
2,201152149,594603528,5189415037,7,667,0
1,4448373414,1052683417,8733724936,6,675,0
3,4905656536,1446818815,700176219,2,601,1
1,3447307484,9130470087,7733443511,5,620,0
0,4671386808,5966460577,7737571587,5,562,0
5,6186874279,2599755454,9318826966,2,587,1
2,4904780173,1473909605,8378629544,3,611,0
1,3887177652,4934302244,6945444625,7,718,0
2,2933146038,7275636783,4011605793,3,662,0
2,2598349177,8474581336,5233908976,3,581,0
0,586384454,7317654375,8843883551,4,729,0
1,6360697827,8326446553,9319776809,5,629,0
2,1831767033,42427519,3730116773,8,647,0
0,5280962699,560888348,8664739112,5,625,0
0,679951152,4905606536,9477267868,6,748,0
1,2338303819,2937796924,2892493924,6,679,0
0,2731984879,136461634,5745241917,5,754,0
0,4786834417,3856469836,702681752,6,674,0
1,4708506037,1058728125,8565507189,5,724,0
2,4492113988,1106332604,9772448162,7,674,0
0,3460959306,6298869367,6298869367,5,715,0
5,6080564782,2550826313,9344125513,3,656,1
2,24330564,5677809396,4199190239,8,726,0
1,2568869835,415373148,3967717654,5,622,0
4,5740106515,1736024898,8530194441,6,706,0
1,406661649,9928539503,8272657375,5,725,0
0,4844569918,6550220353,8107125572,5,652,0
3,5017270039,1063905965,6917055031,7,601,0
0,4249925633,4873728859,7267609047,5,598,0
3,3808337383,1239332147,7312587572,4,631,0
0,6325356066,837046641,1000694317,3,672,0
1,5498655958,1290458474,1138116675,7,590,0
0,5257858945,709264284,8336870369,3,683,0
1,5363371597,6552409277,7260334805,5,631,0
4,3419687976,1414549958,6062507063,3,578,1
0,5447555804,6026844479,9377775733,4,649,0
1,2459388917,409198265,4662656126,5,643,0
0,4389062895,5256680268,643566402,4,603,0
2,4319986327,8898843783,7237850891,7,786,0
0,50260667,4199843676,8797348529,3,576,0
0,3935364571,511580941,9280554017,4,623,0
0,1833809191,4368332207,368102881,4,640,0
0,3218713753,3194577033,5227115863,6,562,0
1,7050471716,1238895544,1143611659,5,742,0
4,3518291797,149047759,5835980622,1,499,1
1,4021243386,7745112627,7214342856,6,682,0
1,4095822262,842013836,6187165825,4,662,0
1,2172832219,4253604172,3832756547,6,620,0
0,4662282207,5761418606,766264821,2,617,0
0,5410244498,2477749997,8603313938,5,657,0
5,6110410781,3405167465,9906569373,3,634,1
1,3924827132,5679237679,7371372498,6,630,0
0,348751427,2083645969,6215658264,5,636,0
0,3870184913,2745967137,5813725849,6,683,0
1,5700532331,9448258885,8215071755,5,683,0
